"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","24","HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","91 L. Ed. 3","1946 U.S. LEXIS 1724","67 S. Ct. 6","329 U.S. 1","4.0","liberal","True","rehearing or restored to calendar for reargument","True","1946","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1946-001","1946-001-01-01","1946-001-01","1946-001-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","affirmed","to resolve question presented","Vinson","1301","1","51","California Southern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","1","True","True","oil company / or natural gas producer","198","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","18","11/18/1946","11","1946","78","HLBlack","78","HLBlack"
"True","280","FUNK BROTHERS SEED CO. v. KALO INOCULANT CO.","92 L. Ed. 2d 588","1948 U.S. LEXIS 2842","68 S. Ct. 440","333 U.S. 127","7.0","liberal","True","cert","True","1947","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1947-039","1947-039-01-01","1947-039-01","1947-039-01-01-01","Economic Activity","80180","patents and copyrights: patent","10","Unspecified","conservative","True","reversed","to resolve question presented","Vinson","1301","1","67","Illinois Southern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","7","2","True","True","food / meat packing / or processing company / stockyard","158","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","16","2/16/1948","2","1948","87","FMVinson","81","WODouglas"
"True","85","YOUNG v. UNITED STATES ex rel. VUITTON ET FILS S. A. et al.","95 L. Ed. 2d 740","1987 U.S. LEXIS 2261","107 S. Ct. 2124","481 U.S. 787","3.0","liberal","True","cert","True","1986","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1986-104","1986-104-01-01","1986-104-01","1986-104-01-01-01","Criminal Procedure","10080","contempt of court or congress","4","Court Rules","conservative","True","affirmed","no reason given","Rehnquist","1601","1","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","5","4","True","True","person accused / indicted / or suspected of crime","100","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","26","5/26/1987","5","1987","92","WJBrennan","92","WJBrennan"
"True","71","UNITED STATES v. GLAXO GROUP LTD. et al.","35 L. Ed. 2d 104","1973 U.S. LEXIS 26","93 S. Ct. 861","410 U.S. 52","7.0","liberal","True","appeal","True","1972","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1972-046","1972-046-01-01","1972-046-01","1972-046-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","10","Unspecified","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1504","4","55","District Of Columbia U.S. District Court","55","District Of Columbia U.S. District Court","6","3","True","True","United States","27","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","22","1/22/1973","1","1973","99","WEBurger","95","BRWhite"
"True","250","UNITED STATES v. NEW WRINKLE, INC. ET AL.","96 L. Ed. 2d 417","1952 U.S. LEXIS 2811","72 S. Ct. 350","342 U.S. 371","4.0","liberal","True","appeal","True","1951","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1951-040","1951-040-01-01","1951-040-01","1951-040-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Vinson","1303","3","104","Ohio Southern U.S. District Court","104","Ohio Southern U.S. District Court","8","0","True","True","United States","27","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","4","2/4/1952","2","1952","87","FMVinson","79","SFReed"
"True","75","SAKRAIDA v. AG PRO, INC.","47 L. Ed. 2d 784","1976 U.S. LEXIS 146","96 S. Ct. 1532","425 U.S. 273","4.0","liberal","True","cert","True","1975","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1975-075","1975-075-01-01","1975-075-01","1975-075-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","reversed","no reason given","Burger","1506","6","122","Texas Western U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","9","0","True","True","farmer / farm worker / or farm organization","152","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","2","4/2/1976","4","1976","99","WEBurger","92","WJBrennan"
"True","755","McCULLOUGH v. KAMMERER CORPORATION ET AL.","91 L. Ed. 1365","1947 U.S. LEXIS 2996","67 S. Ct. 1165","331 U.S. 96","4.0","liberal","True","cert","True","1946","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1946-090","1946-090-01-01","1946-090-01","1946-090-01-01-01","Judicial Power","90380","judicial administration: review of non-final order","6","Infrequently litigated statutes","conservative","True","petition denied or appeal dismissed","no reason given","Vinson","1301","1","51","California Southern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","9","0","True","True","holder of a license or permit / or applicant therefor","177","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","28","4/28/1947","4","1947","78","HLBlack","78","HLBlack"
"True","20","BRULOTTE et al. v. THYS CO.","13 L. Ed. 2d 99","1964 U.S. LEXIS 2379","85 S. Ct. 176","379 U.S. 29","4.0","liberal","True","cert","True","1964","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-002","1964-002-01-01","1964-002-01","1964-002-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","affirmed","no reason given","Warren","1408","8","302","State Trial Court","300","State Supreme Court","8","1","True","True","holder of a license or permit / or applicant therefor","177","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","16","11/16/1964","11","1964","90","EWarren","81","WODouglas"
"True","81","SONY CORPORATION OF AMERICA et al. v. UNIVERSAL CITY STUDIOS, INC., et al.","78 L. Ed. 2d 574","1984 U.S. LEXIS 19","104 S. Ct. 774","464 U.S. 417","4.0","liberal","True","cert","True","1983","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1983-022","1983-022-01-01","1983-022-01","1983-022-01-01-01","Economic Activity","80190","patents and copyrights: copyright","6","Infrequently litigated statutes","conservative","True","reversed","no reason given","Burger","1507","7","48","California Central U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","5","4","True","True","manufacturer","184","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","17","1/17/1984","1","1984","99","WEBurger","103","JPStevens"
"True","106","COMPCO CORPORATION v. DAY-BRITE LIGHTING, INC.","11 L. Ed. 2d 669","1964 U.S. LEXIS 2366","84 S. Ct. 779","376 U.S. 234","2.0","liberal","True","cert","True","1963","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-064","1963-064-01-01","1963-064-01","1963-064-01-01-01","Economic Activity","80180","patents and copyrights: patent","1","Constitution","conservative","True","affirmed","no reason given","Warren","1408","8","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","manufacturer","184","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","9","3/9/1964","3","1964","90","EWarren","78","HLBlack"
"True","21","ARO MANUFACTURING CO., INC., et al. v. CONVERTIBLE TOP REPLACEMENT CO., INC.","5 L. Ed. 2d 592","1961 U.S. LEXIS 1944","81 S. Ct. 599","365 U.S. 336","4.0","liberal","True","cert","True","1960","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1960-049","1960-049-01-01","1960-049-01","1960-049-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","affirmed","no reason given","Warren","1406","6","80","Massachusetts U.S. District Court","21","U.S. Court of Appeals  First Circuit","6","3","True","True","manufacturer","184","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","27","2/27/1961","2","1961","90","EWarren","93","CEWhittaker"
"True","45","ANDERSON'S-BLACK ROCK, INC. v. PAVEMENT SALVAGE CO., INC.","24 L. Ed. 2d 258","1969 U.S. LEXIS 3322","90 S. Ct. 305","396 U.S. 57","4.0","liberal","True","cert","True","1969","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1969-006","1969-006-01-01","1969-006-01","1969-006-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","reversed","no reason given","Burger","1501","1","131","West Virginia Southern U.S. District Court","24","U.S. Court of Appeals  Fourth Circuit","7","0","True","True","construction industry","120","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","8","12/8/1969","12","1969","78","HLBlack","81","WODouglas"
"True","32","GREAT ATLANTIC & PACIFIC TEA CO. v. SUPERMARKET EQUIPMENT CORP.","95 L. Ed. 2d 162","1950 U.S. LEXIS 2604","71 S. Ct. 127","340 U.S. 147","4.0","liberal","True","cert","True","1950","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1950-014","1950-014-01-01","1950-014-01","1950-014-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","affirmed","to resolve question presented","Vinson","1303","3","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","retail business or outlet","238","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","4","12/4/1950","12","1950","87","FMVinson","84","RHJackson"
"True","108","SEARS, ROEBUCK & CO. v. STIFFEL COMPANY","11 L. Ed. 2d 661","1964 U.S. LEXIS 2365","84 S. Ct. 784","376 U.S. 225","2.0","liberal","True","cert","True","1963","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1963-063","1963-063-01-01","1963-063-01","1963-063-01-01-01","Economic Activity","80180","patents and copyrights: patent","1","Constitution","conservative","True","affirmed","to resolve question presented","Warren","1408","8","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","retail business or outlet","238","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","9","3/9/1964","3","1964","90","EWarren","78","HLBlack"
"True","16","MANDEL BROTHERS, INC. v. WALLACE","93 L. Ed. 2d 12","1948 U.S. LEXIS 2797","69 S. Ct. 73","335 U.S. 291","7.0","liberal","True","cert","True","1948","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-002","1948-002-01-01","1948-002-01","1948-002-01-01-01","Economic Activity","80180","patents and copyrights: patent","10","Unspecified","conservative","True","reversed","federal court conflict","Vinson","1301","1","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","retail business or outlet","238","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","8","11/8/1948","11","1948","78","HLBlack","78","HLBlack"
"True","109","WILBUR-ELLIS CO. et al. v. KUTHER","12 L. Ed. 2d 419","1964 U.S. LEXIS 2351","84 S. Ct. 1561","377 U.S. 422","7.0","liberal","True","cert","True","1963","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-134","1963-134-01-01","1963-134-01","1963-134-01-01-01","Economic Activity","80180","patents and copyrights: patent","10","Unspecified","conservative","True","affirmed","no reason given","Warren","1408","8","50","California Northern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","1","True","True","buyer / purchaser","123","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","8","6/8/1964","6","1964","90","EWarren","81","WODouglas"
"True","6","QUANTA COMPUTER, INC., et al. v. LG ELECTRONICS, INC.","170 L. Ed. 2d 996","2008 U.S. LEXIS 4702","128 S. Ct. 2109","553 U.S. 617","7.0","liberal","True","cert","True","2007","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2007-048","2007-048-01-01","2007-048-01","2007-048-01-01-01","Economic Activity","80210","patents and copyrights: patentability of computer processes","10","Unspecified","conservative","True","affirmed","no reason given","Roberts","1702","2","50","California Northern U.S. District Court","8","U.S. Court of Appeals  Federal Circuit","9","0","True","True","computer business or manufacturer / hardware or software","133","inventor / patent assigner / trademark owner or holder","172","Unidentifiable ","118","reversed","True","9","6/9/2008","6","2008","111","JGRoberts","108","CThomas"
"True","71","GOTTSCHALK, ACTING COMMISSIONER OF PATENTS v. BENSON et al.","34 L. Ed. 2d 273","1972 U.S. LEXIS 129","93 S. Ct. 253","409 U.S. 63","4.0","liberal","True","cert","True","1972","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1972-009","1972-009-01-01","1972-009-01","1972-009-01-01-01","Economic Activity","80210","patents and copyrights: patentability of computer processes","6","Infrequently litigated statutes","conservative","True","reversed","no reason given","Burger","1504","4","1","U.S. Court of Customs and Patent Appeals","1","U.S. Court of Customs and Patent Appeals","6","0","True","True","Patent Office / or Commissioner of / or Board of Appeals of","394","inventor / patent assigner / trademark owner or holder","172","Patent Office or Commissioner of or Board of Appeals of ","94","reversed","True","20","11/20/1972","11","1972","99","WEBurger","81","WODouglas"
"True","77","PARKER, ACTING COMMISSIONER OF PATENTS AND TRADEMARKS v. FLOOK","57 L. Ed. 2d 451","1978 U.S. LEXIS 122","98 S. Ct. 2522","437 U.S. 584","4.0","liberal","True","cert","True","1977","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1977-132","1977-132-01-01","1977-132-01","1977-132-01-01-01","Economic Activity","80210","patents and copyrights: patentability of computer processes","6","Infrequently litigated statutes","conservative","True","reversed","to resolve important or significant question","Burger","1506","6","1","U.S. Court of Customs and Patent Appeals","1","U.S. Court of Customs and Patent Appeals","6","3","True","True","Patent Office / or Commissioner of / or Board of Appeals of","394","inventor / patent assigner / trademark owner or holder","172","Patent Office or Commissioner of or Board of Appeals of ","94","reversed","True","22","6/22/1978","6","1978","92","WJBrennan","103","JPStevens"
"True","58","BRENNER, COMMISSIONER OF PATENTS v. MANSON","16 L. Ed. 2d 69","1966 U.S. LEXIS 2907","86 S. Ct. 1033","383 U.S. 519","5.0","liberal","True","cert","True","1965","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1965-071","1965-071-01-01","1965-071-01","1965-071-01-01-01","Economic Activity","80180","patents and copyrights: patent","6","Infrequently litigated statutes","conservative","True","reversed","other reason","Warren","1409","9","1","U.S. Court of Customs and Patent Appeals","1","U.S. Court of Customs and Patent Appeals","7","2","True","True","Patent Office / or Commissioner of / or Board of Appeals of","394","inventor / patent assigner / trademark owner or holder","172","Patent Office or Commissioner of or Board of Appeals of ","94","reversed","True","21","3/21/1966","3","1966","90","EWarren","97","AFortas"
"True","4","LEH et al. v. GENERAL PETROLEUM CORP. et al.","15 L. Ed. 2d 134","1965 U.S. LEXIS 2406","86 S. Ct. 203","382 U.S. 54","4.0","liberal","True","cert","True","1965","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1965-008","1965-008-01-01","1965-008-01","1965-008-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","affirmed","putative conflict","Warren","1409","9","51","California Southern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","7","0","True","True","oil company / or natural gas producer","198","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","8","11/8/1965","11","1965","90","EWarren","95","BRWhite"
"True","73","PHILLIPS PETROLEUM CO. v. TEXACO INC.","39 L. Ed. 2d 209","1974 U.S. LEXIS 29","94 S. Ct. 1002","415 U.S. 125","4.0","conservative","True","cert","True","1973","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1973-051","1973-051-01-01","1973-051-01","1973-051-01-01-01","Judicial Power","90400","judicial administration: federal question (cf. no merits: dismissed for want of a substantial or properly presented federal question)","6","Infrequently litigated statutes","liberal","True","reversed","no reason given","Burger","1504","4","106","Oklahoma Northern U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","6","2","True","True","oil company / or natural gas producer","198","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","19","2/19/1974","2","1974","99","WEBurger","117","Unspecified"
"True","79","UNITED STATES v. WARD, DBA L. O. WARD OIL & GAS OPERATIONS","65 L. Ed. 2d 742","1980 U.S. LEXIS 53","100 S. Ct. 2636","448 U.S. 242","4.0","conservative","True","cert","True","1979","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1979-146","1979-146-01-01","1979-146-01","1979-146-01-01-01","Criminal Procedure","10090","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","3","Federal Statute","liberal","True","reversed","no reason given","Burger","1506","6","107","Oklahoma Western U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","8","1","True","True","United States","27","oil company / or natural gas producer","198","Environmental Protection Agency or Administrator ","33","reversed","True","27","6/27/1980","6","1980","99","WEBurger","102","WHRehnquist"
"True","71","UNITED STATES v. STANDARD OIL CO. OF CALIFORNIA","30 L. Ed. 2d 713","1972 U.S. LEXIS 155","92 S. Ct. 661","404 U.S. 558","4.0","liberal","True","appeal","True","1971","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1971-048","1971-048-01-01","1971-048-01","1971-048-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1504","4","50","California Northern U.S. District Court","50","California Northern U.S. District Court","9","0","True","True","United States","27","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","24","1/24/1972","1","1972","99","WEBurger","117","Unspecified"
"True","94","UNITED STATES v. EL PASO NATURAL GAS CO. et al.","12 L. Ed. 2d 12","1964 U.S. LEXIS 2167","84 S. Ct. 1044","376 U.S. 651","4.0","liberal","True","appeal","True","1963","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-095","1963-095-01-01","1963-095-01","1963-095-01-01-01","Economic Activity","80020","mergers","3","Federal Statute","conservative","True","petition denied or appeal dismissed","case did not arise on cert or cert not granted","Warren","1408","8","123","Utah U.S. District Court","123","Utah U.S. District Court","7","1","True","True","United States","27","oil company / or natural gas producer","198","Federal Power Commission ","52","reversed","True","6","4/6/1964","4","1964","90","EWarren","81","WODouglas"
"True","291","UNITED STATES v. STANDARD OIL CO.","16 L. Ed. 2d 492","1966 U.S. LEXIS 2746","86 S. Ct. 1427","384 U.S. 224","4.0","liberal","True","appeal","True","1965","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1965-106","1965-106-01-01","1965-106-01","1965-106-01-01-01","Economic Activity","80130","natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)","6","Infrequently litigated statutes","conservative","True","petition denied or appeal dismissed","case did not arise on cert or cert not granted","Warren","1409","9","56","Florida Middle U.S. District Court","56","Florida Middle U.S. District Court","6","3","True","True","United States","27","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","23","5/23/1966","5","1966","90","EWarren","81","WODouglas"
"True","16","UNITED STATES v. CALTEX (PHILIPPINES), INC. ET AL.","97 L. Ed. 2d 157","1952 U.S. LEXIS 2631","73 S. Ct. 200","344 U.S. 149","1.0","liberal","True","cert","True","1952","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1952-017","1952-017-01-01","1952-017-01","1952-017-01-01-01","Due Process","40070","due process: takings clause, or other non-constitutional governmental taking of property","2","Constitutional Amendment","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","to resolve question presented","Vinson","1303","3","3","U.S. Court of Claims  Court of Federal Claims","3","U.S. Court of Claims  Court of Federal Claims","7","2","True","True","United States","27","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","8","12/8/1952","12","1952","87","FMVinson","87","FMVinson"
"True","82","UNITED STATES v. PTASYNSKI et al.","76 L. Ed. 2d 427","1983 U.S. LEXIS 47","103 S. Ct. 2239","462 U.S. 74","1.0","liberal","True","appeal","True","1982","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1982-097","1982-097-01-01","1982-097-01","1982-097-01-01-01","Federal Taxation","120010","federal taxation, typically under provisions of the Internal Revenue Code","1","Constitution","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1507","7","134","Wyoming U.S. District Court","134","Wyoming U.S. District Court","9","0","True","True","United States","27","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","6","6/6/1983","6","1983","99","WEBurger","101","LFPowell"
"True","286","COMMISSIONER OF INTERNAL REVENUE v. SOUTHWEST EXPLORATION CO.","100 L. Ed. 2d 347","1956 U.S. LEXIS 1649","76 S. Ct. 395","350 U.S. 308","4.0","liberal","True","cert","True","1955","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1955-028","1955-028-01-01","1955-028-01","1955-028-01-01-01","Federal Taxation","120010","federal taxation, typically under provisions of the Internal Revenue Code","3","Federal Statute","conservative","True","affirmed","federal court confusion or uncertainty","Warren","1403","3","9","U.S. Tax Court","29","U.S. Court of Appeals  Ninth Circuit","7","1","True","True","Internal Revenue Service / Collector / Commissioner / or District Director of","369","oil company / or natural gas producer","198","Internal Revenue Service/Collector/Commissioner or District Director of ","69","reversed","True","27","2/27/1956","2","1956","90","EWarren","88","TCClark"
"True","46","CALIFORNIA et al. v. LO-VACA GATHERING CO. et al.","13 L. Ed. 2d 357","1965 U.S. LEXIS 2229","85 S. Ct. 486","379 U.S. 366","4.0","liberal","True","cert","True","1964","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-025","1964-025-01-01","1964-025-01","1964-025-01-01-01","Economic Activity","80310","federal and some few state regulation of public utilities regulation: gas pipeline (cf. federal transportation regulation: pipeline)","3","Federal Statute","conservative","True","reversed","no reason given","Warren","1408","8","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","7","1","True","True","State","28","oil company / or natural gas producer","198","Federal Power Commission ","52","reversed","True","18","1/18/1965","1","1965","90","EWarren","81","WODouglas"
"True","46","MEEKER et ux. v. AMBASSADOR OIL CORP.","11 L. Ed. 2d 261","1963 U.S. LEXIS 131","84 S. Ct. 273","375 U.S. 160","7.0","liberal","True","cert","True","1963","per curiam (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-029","1963-029-01-01","1963-029-01","1963-029-01-01-01","Criminal Procedure","10580","jury trial (right to, as distinct from extra-legal jury influences)","10","Unspecified","conservative","True","affirmed","no reason given","Warren","1408","8","107","Oklahoma Western U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","9","0","True","True","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","2","12/2/1963","12","1963","90","EWarren","117","Unspecified"
"True","419","SIMPSON v. UNION OIL CO. OF CALIFORNIA","24 L. Ed. 2d 13","1969 U.S. LEXIS 3318","90 S. Ct. 30","396 U.S. 13","7.0","liberal","True","cert","True","1969","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1969-001","1969-001-01-01","1969-001-01","1969-001-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","10","Unspecified","conservative","True","affirmed","to resolve question presented","Burger","1501","1","50","California Northern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","6","1","True","True","retail business or outlet","238","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","27","10/27/1969","10","1969","99","WEBurger","117","Unspecified"
"True","86","PUERTO RICO DEPARTMENT OF CONSUMER AFFAIRS, et al. v. ISLA PETROLEUM CORPORATION et al.","99 L. Ed. 2d 582","1988 U.S. LEXIS 1869","108 S. Ct. 1350","485 U.S. 495","4.0","conservative","True","cert","True","1987","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1987-063","1987-063-01-01","1987-063-01","1987-063-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","6","Infrequently litigated statutes","liberal","True","affirmed","to resolve important or significant question","Rehnquist","1603","3","112","Puerto Rico U.S. District Court","10","Temporary Emergency U.S. Court of Appeals","8","0","True","True","state department or agency","7","oil company / or natural gas producer","198","Unidentifiable ","118","reversed","True","19","4/19/1988","4","1988","102","WHRehnquist","105","AScalia"
"True","21","UNITED GAS IMPROVEMENT CO. et al. v. CALLERY PROPERTIES, INC., et al.","15 L. Ed. 2d 284","1965 U.S. LEXIS 2225","86 S. Ct. 360","382 U.S. 223","5.0","liberal","True","cert","True","1965","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1965-026","1965-026-01-01","1965-026-01","1965-026-01-01-01","Economic Activity","80300","federal and some few state regulation of public utilities regulation: gas producer","3","Federal Statute","conservative","True","reversed","no reason given","Warren","1409","9","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","7","1","True","True","consumer / consumer organization","134","oil company / or natural gas producer","198","Federal Power Commission ","52","reversed","True","7","12/7/1965","12","1965","90","EWarren","81","WODouglas"
"True","56","FEDERAL TRADE COMMISSION v. SUN OIL CO.","9 L. Ed. 2d 466","1963 U.S. LEXIS 2631","83 S. Ct. 358","371 U.S. 505","4.0","liberal","True","cert","True","1962","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1962-034","1962-034-01-01","1962-034-01","1962-034-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","reversed","to resolve important or significant question","Warren","1408","8","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","7","2","True","True","Federal Trade Commission","357","oil company / or natural gas producer","198","Federal Trade Commission ","57","reversed","True","14","1/14/1963","1","1963","90","EWarren","96","AJGoldberg"
