"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","86","RIVERA v. MINNICH","97 L. Ed. 2d 473","1987 U.S. LEXIS 2891","107 S. Ct. 3001","483 U.S. 574","2.0","conservative","True","appeal","True","1986","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1986-156","1986-156-01-01","1986-156-01","1986-156-01-01-01","Due Process","40010","due process: miscellaneous (cf. loyalty oath), the residual code","2","Constitutional Amendment","conservative","True","reversed","case did not arise on cert or cert not granted","Rehnquist","1601","1","302","State Trial Court","300","State Supreme Court","8","1","True","True","father","153","mother","188","Unidentifiable ","118","affirmed (includes modified)","True","25","6/25/1987","6","1987","102","WHRehnquist","103","JPStevens"
"True","99","JENIFER TROXEL, ET VIR v. TOMMIE GRANVILLE","147 L. Ed. 2d 49","2000 U.S. LEXIS 3767","120 S. Ct. 2054","530 U.S. 57","2.0","liberal","True","cert","True","1999","judgment of the Court (orally argued)","state or territorial law/reg or const provision unconstitutional","no favorable disposition for petitioning party apparent","1999-069","1999-069-01-01","1999-069-01","1999-069-01-01-01","Privacy","50010","privacy (cf. libel, comity: privacy)","2","Constitutional Amendment","liberal","True","affirmed","no reason given","Rehnquist","1607","7","302","State Trial Court","300","State Supreme Court","6","3","True","True","parent or parents","202","mother","188","Unidentifiable ","118","affirmed (includes modified)","True","5","6/5/2000","6","2000","102","WHRehnquist","104","SDOConnor"
"True","12","ALDONA WOS, SECRETARY, NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES, PETITIONER v. E. M. A., A MINOR, BY AND THROUGH HER GUARDIAN AD LITEM, DANIEL H. JOHNSON, et al.","185 L. Ed. 2d 471","2013 U.S. LEXIS 2372","133 S. Ct. 1391","568 U.S. 627","4.0","liberal","True","cert","True","2012","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2012-028","2012-028-01-01","2012-028-01","2012-028-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","3","Federal Statute","conservative","True","vacated and remanded","conflict between federal court and state court","Roberts","1704","4","100","North Carolina Western U.S. District Court","24","U.S. Court of Appeals  Fourth Circuit","6","3","True","True","governmental official / or an official of an agency established under an interstate compact","19","retarded person / or mental incompetent","229","Unidentifiable ","118","affirmed (includes modified)","True","20","3/20/2013","3","2013","106","AMKennedy","106","AMKennedy"
"True","97","HUMANA INC., et al. v. MARY FORSYTH et al.","142 L. Ed. 2d 753","1999 U.S. LEXIS 744","119 S. Ct. 710","525 U.S. 299","4.0","liberal","True","cert","True","1998","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1998-017","1998-017-01-01","1998-017-01","1998-017-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","6","Infrequently litigated statutes","liberal","True","reversed","federal court conflict","Rehnquist","1607","7","90","Nevada U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","9","0","True","True","insurance company / or surety","171","medical or Medicaid claimant","180","Unidentifiable ","118","affirmed (includes modified)","True","20","1/20/1999","1","1999","102","WHRehnquist","109","RBGinsburg"
"True","0","RUSH PRUDENTIAL HMO, INC. v. DEBRA C. MORAN et al.","153 L. Ed. 2d 375","2002 U.S. LEXIS 4644","122 S. Ct. 2151","536 U.S. 355","4.0","conservative","True","cert","True","2001","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2001-071","2001-071-01-01","2001-071-01","2001-071-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","3","Federal Statute","liberal","True","reversed","federal court conflict","Rehnquist","1607","7","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","5","4","True","True","insurance company / or surety","171","medical or Medicaid claimant","180","Unidentifiable ","118","affirmed (includes modified)","True","20","6/20/2002","6","2002","103","JPStevens","107","DHSouter"
"True","89","PACIFIC MUTUAL LIFE INSURANCE COMPANY v. CLEOPATRA HASLIP et al.","113 L. Ed. 2d 1","1991 U.S. LEXIS 1306","111 S. Ct. 1032","499 U.S. 1","2.0","liberal","True","cert","True","1990","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1990-042","1990-042-01-01","1990-042-01","1990-042-01-01-01","Economic Activity","80080","liability, punitive damages","2","Constitutional Amendment","liberal","True","affirmed","to resolve important or significant question","Rehnquist","1604","4","302","State Trial Court","300","State Supreme Court","7","1","True","True","insurance company / or surety","171","medical or Medicaid claimant","180","Unidentifiable ","118","affirmed (includes modified)","True","4","3/4/1991","3","1991","102","WHRehnquist","100","HABlackmun"
"True","74","MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. WEBER","46 L. Ed. 2d 483","1976 U.S. LEXIS 38","96 S. Ct. 549","423 U.S. 261","3.0","liberal","True","cert","True","1975","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1975-023","1975-023-01-01","1975-023-01","1975-023-01-01-01","Judicial Power","90320","judicial administration: jurisdiction or authority of federal district courts or territorial courts","6","Infrequently litigated statutes","liberal","True","affirmed","federal court conflict","Burger","1506","6","48","California Central U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","0","True","True","Department or Secretary of Health / Education and Welfare","362","medical or Medicaid claimant","180","Department or Secretary of Health/Education and Welfare ","62","affirmed (includes modified)","True","14","1/14/1976","1","1976","99","WEBurger","99","WEBurger"
"True","4","ARKANSAS DEPARTMENT OF HEALTH AND HUMAN SERVICES, et al. v. HEIDI AHLBORN","164 L. Ed. 2d 459","2006 U.S. LEXIS 3455","126 S. Ct. 1752","547 U.S. 268","4.0","liberal","True","cert","True","2005","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2005-050","2005-050-01-01","2005-050-01","2005-050-01-01-01","Civil Rights","20190","poverty law, statutory: welfare benefits, typically under some Social Security Act provision.","3","Federal Statute","liberal","True","reversed","federal court conflict","Roberts","1702","2","46","Arkansas Eastern U.S. District Court","28","U.S. Court of Appeals  Eighth Circuit","9","0","True","True","state department or agency","7","medical or Medicaid claimant","180","Unidentifiable ","118","affirmed (includes modified)","True","1","5/1/2006","5","2006","111","JGRoberts","103","JPStevens"
"True","382","PATE, WARDEN v. ROBINSON","15 L. Ed. 2d 815","1966 U.S. LEXIS 2113","86 S. Ct. 836","383 U.S. 375","2.0","liberal","True","cert","True","1965","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1965-066","1965-066-01-01","1965-066-01","1965-066-01-01-01","Due Process","40020","due process: hearing or notice (other than as pertains to government employees or prisoners' rights)","2","Constitutional Amendment","liberal","True","reversed","to resolve question presented","Warren","1409","9","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","7","2","True","True","State","28","person allegedly criminally insane or mentally incompetent to stand trial","136","Unidentifiable ","118","affirmed (includes modified)","True","7","3/7/1966","3","1966","90","EWarren","88","TCClark"
"True","84","WAINWRIGHT, SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS v. GREENFIELD","88 L. Ed. 2d 623","1986 U.S. LEXIS 41","106 S. Ct. 634","474 U.S. 284","2.0","liberal","True","cert","True","1985","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1985-022","1985-022-01-01","1985-022-01","1985-022-01-01-01","Criminal Procedure","10090","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","2","Constitutional Amendment","liberal","True","reversed","conflict between federal court and state court","Burger","1507","7","56","Florida Middle U.S. District Court","31","U.S. Court of Appeals  Eleventh Circuit","9","0","True","True","State","28","person allegedly criminally insane or mentally incompetent to stand trial","136","Unidentifiable ","118","affirmed (includes modified)","True","14","1/14/1986","1","1986","99","WEBurger","103","JPStevens"
"True","294","LOUISIANA ex rel. GREMILLION, ATTORNEY GENERAL, et al. v. NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE et al.","6 L. Ed. 2d 301","1961 U.S. LEXIS 2012","81 S. Ct. 1333","366 U.S. 293","3.0","liberal","True","appeal","True","1960","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","no favorable disposition for petitioning party apparent","1960-094","1960-094-01-01","1960-094-01","1960-094-01-01-01","First Amendment","30010","First Amendment, miscellaneous (cf. comity: First Amendment)","2","Constitutional Amendment","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Warren","1406","6","75","Louisiana Eastern U.S. District Court","75","Louisiana Eastern U.S. District Court","9","0","True","True","governmental official / or an official of an agency established under an interstate compact","19","person or organization protesting racial or ethnic segregation or discrimination","223","Unidentifiable ","118","affirmed (includes modified)","True","22","5/22/1961","5","1961","90","EWarren","81","WODouglas"
"True","87","TOWN OF HUNTINGTON, NEW YORK, et al. v. HUNTINGTON BRANCH, NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, et al.","102 L. Ed. 2d 180","1988 U.S. LEXIS 4941","109 S. Ct. 276","488 U.S. 15","4.0","liberal","True","appeal","True","1988","per curiam (no oral argument)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1988-003","1988-003-01-01","1988-003-01","1988-003-01-01-01","Civil Rights","20040","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","3","Federal Statute","liberal","True","reversed","case did not arise on cert or cert not granted","Rehnquist","1603","3","94","New York Eastern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","6","0","True","True","city / town / township / village / or borough government or governmental unit","3","person or organization protesting racial or ethnic segregation or discrimination","223","Unidentifiable ","118","affirmed (includes modified)","True","7","11/7/1988","11","1988","102","WHRehnquist","117","Unspecified"
"True","663","CITY OF NEW ORLEANS et al. v. BARTHE et al.","11 L. Ed. 2d 602","1964 U.S. LEXIS 1787","84 S. Ct. 636","376 U.S. 189","7.0","liberal","True","cert","True","1963","per curiam (no oral argument)","state or territorial law/reg or const provision unconstitutional","no favorable disposition for petitioning party apparent","1963-056","1963-056-01-01","1963-056-01","1963-056-01-01-01","Civil Rights","20040","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","10","Unspecified","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","no reason given","Warren","1408","8","75","Louisiana Eastern U.S. District Court","75","Louisiana Eastern U.S. District Court","6","3","True","True","city / town / township / village / or borough government or governmental unit","3","person or organization protesting racial or ethnic segregation or discrimination","223","Unidentifiable ","118","affirmed (includes modified)","True","17","2/17/1964","2","1964","90","EWarren","117","Unspecified"
"True","147","GEORGIA v. RACHEL et al.","16 L. Ed. 2d 925","1966 U.S. LEXIS 2810","86 S. Ct. 1783","384 U.S. 780","4.0","liberal","True","cert","True","1965","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1965-133","1965-133-01-01","1965-133-01","1965-133-01-01-01","Judicial Power","90010","comity: civil rights","6","Infrequently litigated statutes","liberal","True","vacated and remanded","to resolve question presented","Warren","1409","9","60","Georgia Northern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","9","0","True","True","State","28","person or organization protesting racial or ethnic segregation or discrimination","223","Unidentifiable ","118","affirmed (includes modified)","True","20","6/20/1966","6","1966","90","EWarren","94","PStewart"
"True","18","GEORGIA v. PUBLIC.RESOURCE.ORG INC.","206 L. Ed. 2d 732","2020 U.S. LEXIS 2529","140 S. Ct. 1498","unspecified","4.0","liberal","True","cert","True","2019","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2019-020","2019-020-01-01","2019-020-01","2019-020-01-01-01","Economic Activity","80190","patents and copyrights: copyright","6","Infrequently litigated statutes","liberal","True","reversed","no reason given","Roberts","1707","7","60","Georgia Northern U.S. District Court","31","U.S. Court of Appeals  Eleventh Circuit","5","4","True","True","State","28","nonprofit organization or business","192","Unidentifiable ","118","affirmed (includes modified)","True","27","4/27/2020","4","2020","111","JGRoberts","111","JGRoberts"
"True","13","TEXAS DEPARTMENT OF HOUSING AND COMMUNITY AFFAIRS v. INCLUSIVE COMMUNITIES PROJECT, INC.","192 L. Ed. 2d 514","2015 U.S. LEXIS 4249","135 S. Ct. 2507","576 U.S. 519","4.0","liberal","True","cert","True","2014","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2014-040","2014-040-01-01","2014-040-01","2014-040-01-01-01","Civil Rights","20040","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","3","Federal Statute","liberal","True","reversed and remanded","to resolve question presented","Roberts","1704","4","120","Texas Northern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","5","4","True","True","state department or agency","7","nonprofit organization or business","192","Unidentifiable ","118","affirmed (includes modified)","True","25","6/25/2015","6","2015","106","AMKennedy","106","AMKennedy"
"True","113","UNITED STATES ET AL. v. PACIFIC COAST WHOLESALERS' ASSOCIATION ET AL.","94 L. Ed. 2d 474","1950 U.S. LEXIS 2493","70 S. Ct. 411","338 U.S. 689","4.0","conservative","True","appeal","True","1949","per curiam (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1949-044","1949-044-01-01","1949-044-01","1949-044-01-01-01","Economic Activity","80240","federal and some few state regulation of transportation regulation:truck, or motor carrier","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Vinson","1303","3","51","California Southern U.S. District Court","51","California Southern U.S. District Court","8","0","True","True","wholesale trade","252","nonprofit organization or business","192","Interstate Commerce Commission ","66","affirmed (includes modified)","True","6","2/6/1950","2","1950","117","Unspecified","117","Unspecified"
"True","85","FEDERAL ELECTION COMMISSION v. MASSACHUSETTS CITIZENS FOR LIFE, INC.","93 L. Ed. 2d 539","1986 U.S. LEXIS 26","107 S. Ct. 616","479 U.S. 238","1.0","liberal","True","appeal","True","1986","opinion of the court (orally argued)","act of congress declared unconstitutional","no favorable disposition for petitioning party apparent","1986-015","1986-015-01-01","1986-015-01","1986-015-01-01-01","First Amendment","30140","campaign spending (cf. governmental corruption):","3","Federal Statute","liberal","True","affirmed","case did not arise on cert or cert not granted","Rehnquist","1601","1","80","Massachusetts U.S. District Court","21","U.S. Court of Appeals  First Circuit","5","4","True","True","Federal Election Commission","343","nonprofit organization or business","192","Federal Election Commission ","43","affirmed (includes modified)","True","15","12/15/1986","12","1986","92","WJBrennan","92","WJBrennan"
"True","0","PGA TOUR, INC. v. CASEY MARTIN","149 L. Ed. 2d 904","2001 U.S. LEXIS 4115","121 S. Ct. 1879","532 U.S. 661","4.0","liberal","True","cert","True","2000","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2000-057","2000-057-01-01","2000-057-01","2000-057-01-01-01","Civil Rights","20210","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","3","Federal Statute","liberal","True","affirmed","federal court conflict","Rehnquist","1607","7","108","Oregon U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","7","2","True","True","professional organization / business / or person","216","handicapped individual / or organization of devoted to","164","Unidentifiable ","118","affirmed (includes modified)","True","29","5/29/2001","5","2001","102","WHRehnquist","103","JPStevens"
"True","94","CITY OF EDMONDS v. OXFORD HOUSE, INC., et al.","131 L. Ed. 2d 801","1995 U.S. LEXIS 3183","115 S. Ct. 1776","514 U.S. 725","4.0","liberal","True","cert","True","1994","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1994-056","1994-056-01-01","1994-056-01","1994-056-01-01-01","Civil Rights","20210","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","3","Federal Statute","liberal","True","reversed and remanded","federal court conflict","Rehnquist","1607","7","129","Washington Western U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","6","3","True","True","city / town / township / village / or borough government or governmental unit","3","handicapped individual / or organization of devoted to","164","Unidentifiable ","118","affirmed (includes modified)","True","15","5/15/1995","5","1995","102","WHRehnquist","109","RBGinsburg"
"True","6","BOARD OF EDUCATION OF THE CITY SCHOOL DISTRICT OF THE CITY OF NEW YORK v. TOM F., ON BEHALF OF GILBERT F., A MINOR CHILD","169 L. Ed. 2d 1","2007 U.S. LEXIS 11481","128 S. Ct. 1","552 U.S. 1","3.0","liberal","True","cert","True","2007","equally divided vote","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","2007-001","2007-001-01-01","2007-001-01","2007-001-01-01-01","Civil Rights","20210","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","3","Federal Statute","liberal","True","vacated and remanded","unspecified","Roberts","1702","2","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","4","4","True","True","local school district or board of education","21","handicapped individual / or organization of devoted to","164","Unidentifiable ","118","affirmed (includes modified)","True","10","10/10/2007","10","2007","117","Unspecified","117","Unspecified"
"True","83","IRVING INDEPENDENT SCHOOL DISTRICT v. TATRO ET UX., INDIVIDUALLY AND AS NEXT FRIENDS OF TATRO, A MINOR","82 L. Ed. 2d 664","1984 U.S. LEXIS 152","104 S. Ct. 3371","468 U.S. 883","4.0","liberal","True","cert","True","1983","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1983-169","1983-169-01-01","1983-169-01","1983-169-01-01-01","Civil Rights","20210","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","3","Federal Statute","liberal","True","affirmed","to resolve question presented","Burger","1507","7","120","Texas Northern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","9","0","True","True","local school district or board of education","21","handicapped individual / or organization of devoted to","164","State Agency ","117","affirmed (includes modified)","True","5","7/5/1984","7","1984","99","WEBurger","99","WEBurger"
"True","85","SCHOOL BOARD OF NASSAU COUNTY, FLORIDA, et al. v. ARLINE","94 L. Ed. 2d 307","1987 U.S. LEXIS 1058","107 S. Ct. 1123","480 U.S. 273","4.0","liberal","True","cert","True","1986","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1986-045","1986-045-01-01","1986-045-01","1986-045-01-01-01","Civil Rights","20210","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","3","Federal Statute","liberal","True","reversed and remanded","no reason given","Rehnquist","1601","1","56","Florida Middle U.S. District Court","31","U.S. Court of Appeals  Eleventh Circuit","7","2","True","True","local school district or board of education","21","handicapped individual / or organization of devoted to","164","State Agency ","117","affirmed (includes modified)","True","3","3/3/1987","3","1987","92","WJBrennan","92","WJBrennan"
"True","91","FLORENCE COUNTY SCHOOL DISTRICT FOUR, et al. v. SHANNON CARTER, A MINOR BY AND THROUGH HER FATHER, AND NEXT FRIEND, EMORY D. CARTER","126 L. Ed. 2d 284","1993 U.S. LEXIS 7154","114 S. Ct. 361","510 U.S. 7","4.0","liberal","True","cert","True","1993","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1993-003","1993-003-01-01","1993-003-01","1993-003-01-01-01","Civil Rights","20210","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","3","Federal Statute","liberal","True","affirmed","federal court conflict","Rehnquist","1606","6","114","South Carolina U.S. District Court","24","U.S. Court of Appeals  Fourth Circuit","9","0","True","True","local school district or board of education","21","handicapped individual / or organization of devoted to","164","Unidentifiable ","118","affirmed (includes modified)","True","9","11/9/1993","11","1993","102","WHRehnquist","104","SDOConnor"
"True","77","QUERN, DIRECTOR, DEPARTMENT OF PUBLIC AID OF ILLINOIS v. JORDAN","59 L. Ed. 2d 358","1979 U.S. LEXIS 67","99 S. Ct. 1139","440 U.S. 332","2.0","conservative","True","cert","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1978-051","1978-051-01-01","1978-051-01","1978-051-01-01-01","Civil Rights","20180","poverty law, constitutional","2","Constitutional Amendment","conservative","True","reversed and remanded","putative conflict","Burger","1506","6","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","governmental official / or an official of an agency established under an interstate compact","19","indigent / needy / welfare recipient","212","Unidentifiable ","118","affirmed (includes modified)","True","5","3/5/1979","3","1979","99","WEBurger","102","WHRehnquist"
"True","62","GOLDBERG, COMMISSIONER OF SOCIAL SERVICES OF THE CITY OF NEW YORK v. KELLY et al.","25 L. Ed. 2d 287","1970 U.S. LEXIS 80","90 S. Ct. 1011","397 U.S. 254","2.0","liberal","True","appeal","True","1969","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1969-062","1969-062-01-01","1969-062-01","1969-062-01-01-01","Civil Rights","20180","poverty law, constitutional","2","Constitutional Amendment","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1501","1","96","New York Southern U.S. District Court","96","New York Southern U.S. District Court","5","3","True","True","city / town / township / village / or borough government or governmental unit","3","indigent / needy / welfare recipient","212","State Agency ","117","affirmed (includes modified)","True","23","3/23/1970","3","1970","81","WODouglas","92","WJBrennan"
"True","81","BLUM, COMMISSIONER, DEPARTMENT OF SOCIAL SERVICES OF NEW YORK v. BACON ET AL","72 L. Ed. 2d 728","1982 U.S. LEXIS 20","102 S. Ct. 2355","457 U.S. 132","4.0","liberal","True","appeal","True","1981","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","no favorable disposition for petitioning party apparent","1981-114","1981-114-01-01","1981-114-01","1981-114-01-01-01","Civil Rights","20190","poverty law, statutory: welfare benefits, typically under some Social Security Act provision.","1","Constitution","liberal","True","affirmed and reversed (or vacated) in part","case did not arise on cert or cert not granted","Burger","1507","7","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","9","0","True","True","State","28","indigent / needy / welfare recipient","212","State Agency ","117","affirmed (includes modified)","True","14","6/14/1982","6","1982","99","WEBurger","98","TMarshall"
"True","78","MAHER, COMMISSIONER OF INCOME MAINTENANCE OF CONNECTICUT v. GAGNE","65 L. Ed. 2d 653","1980 U.S. LEXIS 143","100 S. Ct. 2570","448 U.S. 122","4.0","liberal","True","cert","True","1979","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1979-142","1979-142-01-01","1979-142-01","1979-142-01-01-01","Attorneys","60010","attorneys' and governmental employees' or officials' fees or compensation or licenses","3","Federal Statute","liberal","True","affirmed","to resolve question presented","Burger","1506","6","53","Connecticut U.S. District Court","22","U.S. Court of Appeals  Second Circuit","9","0","True","True","State","28","indigent / needy / welfare recipient","212","State Agency ","117","affirmed (includes modified)","True","25","6/25/1980","6","1980","99","WEBurger","103","JPStevens"
"True","72","SHEA, EXECUTIVE DIRECTOR, DEPARTMENT OF SOCIAL SERVICES OF COLORADO, et al. v. VIALPANDO","40 L. Ed. 2d 120","1974 U.S. LEXIS 127","94 S. Ct. 1746","416 U.S. 251","4.0","liberal","True","cert","True","1973","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1973-090","1973-090-01-01","1973-090-01","1973-090-01-01-01","Civil Rights","20190","poverty law, statutory: welfare benefits, typically under some Social Security Act provision.","3","Federal Statute","liberal","True","reversed","to resolve question presented","Burger","1504","4","52","Colorado U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","9","0","True","True","State","28","indigent / needy / welfare recipient","212","State Agency ","117","affirmed (includes modified)","True","23","4/23/1974","4","1974","99","WEBurger","101","LFPowell"
"True","70","CARLESON, DIRECTOR, DEPARTMENT OF SOCIAL WELFARE, et al. v. REMILLARD et al.","32 L. Ed. 2d 352","1972 U.S. LEXIS 141","92 S. Ct. 1932","406 U.S. 598","4.0","liberal","True","appeal","True","1971","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1971-122","1971-122-01-01","1971-122-01","1971-122-01-01-01","Civil Rights","20190","poverty law, statutory: welfare benefits, typically under some Social Security Act provision.","3","Federal Statute","liberal","True","reversed","case did not arise on cert or cert not granted","Burger","1504","4","50","California Northern U.S. District Court","50","California Northern U.S. District Court","9","0","True","True","State","28","indigent / needy / welfare recipient","212","State Agency ","117","affirmed (includes modified)","True","7","6/7/1972","6","1972","99","WEBurger","81","WODouglas"
"True","70","ENGELMAN, DIRECTOR, DIVISION OF PUBLIC WELFARE, DEPT. OF INSTITUTIONS AND AGENCIES, et al. v. AMOS et al.","30 L. Ed. 2d 143","1971 U.S. LEXIS 13","92 S. Ct. 181","404 U.S. 23","4.0","liberal","True","appeal","True","1971","per curiam (no oral argument)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1971-006","1971-006-01-01","1971-006-01","1971-006-01-01-01","Civil Rights","20190","poverty law, statutory: welfare benefits, typically under some Social Security Act provision.","3","Federal Statute","liberal","True","reversed","case did not arise on cert or cert not granted","Burger","1503","3","92","New Jersey U.S. District Court","92","New Jersey U.S. District Court","7","0","True","True","State","28","indigent / needy / welfare recipient","212","State Agency ","117","affirmed (includes modified)","True","9","11/9/1971","11","1971","99","WEBurger","117","Unspecified"
"True","72","UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MORENO et al.","37 L. Ed. 2d 782","1973 U.S. LEXIS 33","93 S. Ct. 2821","413 U.S. 528","1.0","liberal","True","appeal","True","1972","opinion of the court (orally argued)","act of congress declared unconstitutional","no favorable disposition for petitioning party apparent","1972-176","1972-176-01-01","1972-176-01","1972-176-01-01-01","Civil Rights","20180","poverty law, constitutional","6","Infrequently litigated statutes","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1504","4","55","District Of Columbia U.S. District Court","55","District Of Columbia U.S. District Court","7","2","True","True","Department or Secretary of Agriculture","304","indigent / needy / welfare recipient","212","Department or Secretary of Agriculture ","4","affirmed (includes modified)","True","25","6/25/1973","6","1973","81","WODouglas","92","WJBrennan"
"True","72","UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MURRY et al.","37 L. Ed. 2d 767","1973 U.S. LEXIS 32","93 S. Ct. 2832","413 U.S. 508","1.0","liberal","True","appeal","True","1972","opinion of the court (orally argued)","act of congress declared unconstitutional","no favorable disposition for petitioning party apparent","1972-175","1972-175-01-01","1972-175-01","1972-175-01-01-01","Civil Rights","20180","poverty law, constitutional","6","Infrequently litigated statutes","liberal","True","stay /petition  or motion granted","case did not arise on cert or cert not granted","Burger","1504","4","55","District Of Columbia U.S. District Court","55","District Of Columbia U.S. District Court","5","4","True","True","Department or Secretary of Agriculture","304","indigent / needy / welfare recipient","212","Department or Secretary of Agriculture ","4","affirmed (includes modified)","True","25","6/25/1973","6","1973","81","WODouglas","81","WODouglas"
